path,context_id,house,seed,update_id,timesteps,sources,members,physical_stops,components,resolved_edges,unresolved_edges,min_c_eff_eigenvalue,accepted,reason,selected_component,informative_heldout,min_absolute_gain,min_rival_margin,member_loo_pass
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H03_seed2_update0001.npz,H03_seed2_update0001,H03,2,1,200,206,8,4,55,218,370,0.2502518450226588,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H03_seed2_update0002.npz,H03_seed2_update0002,H03,2,2,200,206,8,3,26,137,451,0.25039954969255246,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H03_seed2_update0003.npz,H03_seed2_update0003,H03,2,3,200,206,8,3,49,192,396,0.2503848797961047,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H03_seed2_update0004.npz,H03_seed2_update0004,H03,2,4,200,206,8,3,44,172,416,0.2504773093638181,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H03_seed2_update0005.npz,H03_seed2_update0005,H03,2,5,200,206,8,3,43,174,414,0.2504097991789148,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H03_seed3_update0001.npz,H03_seed3_update0001,H03,3,1,200,206,8,4,52,215,373,0.2502534286430873,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H03_seed3_update0002.npz,H03_seed3_update0002,H03,3,2,200,206,8,3,40,176,412,0.2502111144511436,False,INSUFFICIENT_INFORMATIVE_HELDOUT,26,1,0.6906565192474934,-8.326672684688674e-17,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H03_seed3_update0003.npz,H03_seed3_update0003,H03,3,3,200,206,8,3,62,215,373,0.2504598090564336,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H03_seed3_update0004.npz,H03_seed3_update0004,H03,3,4,200,206,8,3,45,185,403,0.25057502058607256,False,HELDOUT_RIVAL_CONTRADICTION,23,0,0.1665855761136712,-0.012610371917602052,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H03_seed3_update0005.npz,H03_seed3_update0005,H03,3,5,200,206,8,3,43,170,418,0.25069974602429235,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H03_seed4_update0001.npz,H03_seed4_update0001,H03,4,1,200,206,8,4,54,217,371,0.2502471683287504,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H03_seed4_update0002.npz,H03_seed4_update0002,H03,4,2,200,206,8,3,33,136,452,0.25035277578452814,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H03_seed4_update0003.npz,H03_seed4_update0003,H03,4,3,200,206,8,3,61,215,373,0.25060675827147305,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H03_seed4_update0004.npz,H03_seed4_update0004,H03,4,4,200,206,8,3,48,197,391,0.2506046582621679,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H03_seed4_update0005.npz,H03_seed4_update0005,H03,4,5,200,206,8,3,41,167,421,0.2505628118638119,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H03_seed5_update0001.npz,H03_seed5_update0001,H03,5,1,200,206,8,4,54,217,371,0.25024460503335555,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H03_seed5_update0002.npz,H03_seed5_update0002,H03,5,2,200,206,8,3,46,187,401,0.2504835067407605,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H03_seed5_update0003.npz,H03_seed5_update0003,H03,5,3,200,206,8,3,53,206,382,0.25044001688577466,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H03_seed5_update0004.npz,H03_seed5_update0004,H03,5,4,200,206,8,3,41,187,401,0.2507295492928544,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H03_seed5_update0005.npz,H03_seed5_update0005,H03,5,5,200,206,8,3,45,186,402,0.25058811744215725,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H03_seed6_update0001.npz,H03_seed6_update0001,H03,6,1,200,206,8,4,54,218,370,0.25025913016978885,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H03_seed6_update0002.npz,H03_seed6_update0002,H03,6,2,200,206,8,3,46,187,401,0.2504839030454777,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H03_seed6_update0003.npz,H03_seed6_update0003,H03,6,3,200,206,8,3,57,205,383,0.2504986212262169,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H03_seed6_update0004.npz,H03_seed6_update0004,H03,6,4,200,206,8,3,47,191,397,0.2506876127869507,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H03_seed6_update0005.npz,H03_seed6_update0005,H03,6,5,200,206,8,3,42,162,426,0.2504806482463435,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H03_seed7_update0001.npz,H03_seed7_update0001,H03,7,1,200,206,8,4,53,216,372,0.25024629902695505,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H03_seed7_update0002.npz,H03_seed7_update0002,H03,7,2,200,206,8,3,34,136,452,0.25035660317863057,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H03_seed7_update0003.npz,H03_seed7_update0003,H03,7,3,200,206,8,3,55,208,380,0.2505807145460269,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H03_seed7_update0004.npz,H03_seed7_update0004,H03,7,4,200,206,8,3,45,184,404,0.2505645831270732,False,HELDOUT_RIVAL_CONTRADICTION,24,0,0.15700377326285203,-0.022204951698908612,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H03_seed7_update0005.npz,H03_seed7_update0005,H03,7,5,200,206,8,3,49,192,396,0.25058479292763164,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H03_seed8_update0001.npz,H03_seed8_update0001,H03,8,1,200,206,8,4,53,216,372,0.2502425603761595,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H03_seed8_update0002.npz,H03_seed8_update0002,H03,8,2,200,206,8,3,34,136,452,0.25035762155074914,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H03_seed8_update0003.npz,H03_seed8_update0003,H03,8,3,200,206,8,3,55,208,380,0.25057981598635365,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H03_seed8_update0004.npz,H03_seed8_update0004,H03,8,4,200,206,8,3,49,195,393,0.25059469451906036,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H03_seed8_update0005.npz,H03_seed8_update0005,H03,8,5,200,206,8,3,43,184,404,0.2505301369867795,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H03_seed9_update0001.npz,H03_seed9_update0001,H03,9,1,200,206,8,4,55,219,369,0.2502553275568305,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H03_seed9_update0002.npz,H03_seed9_update0002,H03,9,2,200,206,8,3,48,192,396,0.2505463058698371,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H03_seed9_update0003.npz,H03_seed9_update0003,H03,9,3,200,206,8,3,49,185,403,0.2504170172167979,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H03_seed9_update0004.npz,H03_seed9_update0004,H03,9,4,200,206,8,3,60,220,368,0.25055030010845636,False,LOSO_COMPONENT_DISAGREE,,0,,,
/home/zyc/V4_TRUTHBLIND_COVERAGE_20260828_R1/contexts/H03_seed9_update0005.npz,H03_seed9_update0005,H03,9,5,200,206,8,3,38,151,437,0.2504038745848095,False,LOSO_COMPONENT_DISAGREE,,0,,,
